warehouse_name,date,status,forecasted_stock,explanation
Narela Hub,2025-11-16,understock,1285.0613345343083,seasonal trough (weekly component: -70.74 < average 3.60)
Narela Hub,2025-11-22,understock,1286.0328646896312,seasonal trough (weekly component: -73.18 < average 3.60)
Patparganj Yard,2025-10-21,overstock,939.5135131086741,seasonal peak (weekly component: 26.65 > average 3.54) and Diwali effect (component: 10.30) and upward trend contribution (902.57 > historical mean 897.18)
Patparganj Yard,2025-10-22,overstock,932.7966807433527,seasonal peak (weekly component: 26.81 > average 3.54) and Diwali effect (component: 3.40) and upward trend contribution (902.58 > historical mean 897.18)
Patparganj Yard,2025-10-24,overstock,933.6405488098266,seasonal peak (weekly component: 29.13 > average 3.54) and Diwali effect (component: 1.90) and upward trend contribution (902.61 > historical mean 897.18)
Patparganj Yard,2025-10-27,overstock,932.5062014590499,seasonal peak (weekly component: 25.32 > average 3.54) and Diwali effect (component: 4.54) and upward trend contribution (902.64 > historical mean 897.18)
Patparganj Yard,2025-10-28,overstock,933.7656007088042,seasonal peak (weekly component: 26.65 > average 3.54) and Diwali effect (component: 4.47) and upward trend contribution (902.65 > historical mean 897.18)
Patparganj Yard,2025-10-30,overstock,934.1787060068549,seasonal peak (weekly component: 33.77 > average 3.54) and upward trend contribution (902.68 > historical mean 897.18)
Patparganj Yard,2025-11-05,overstock,932.3684088071392,seasonal peak (weekly component: 26.81 > average 3.54) and Diwali effect (component: 2.81) and upward trend contribution (902.74 > historical mean 897.18)
Patparganj Yard,2025-11-06,overstock,941.0918018943241,seasonal peak (weekly component: 33.77 > average 3.54) and Diwali effect (component: 4.56) and upward trend contribution (902.76 > historical mean 897.18)
Patparganj Yard,2025-11-07,overstock,933.9564035304584,seasonal peak (weekly component: 29.13 > average 3.54) and Diwali effect (component: 2.06) and upward trend contribution (902.77 > historical mean 897.18)
Patparganj Yard,2025-11-20,overstock,942.7186887023415,seasonal peak (weekly component: 33.77 > average 3.54) and Diwali effect (component: 6.03) and upward trend contribution (902.92 > historical mean 897.18)
Patparganj Yard,2025-11-21,overstock,940.7949257507889,seasonal peak (weekly component: 29.13 > average 3.54) and Diwali effect (component: 8.74) and upward trend contribution (902.93 > historical mean 897.18)
Patparganj Yard,2025-11-24,overstock,934.2794025440929,seasonal peak (weekly component: 25.32 > average 3.54) and Diwali effect (component: 6.00) and upward trend contribution (902.96 > historical mean 897.18)
Patparganj Yard,2025-11-25,overstock,933.9878198415987,seasonal peak (weekly component: 26.65 > average 3.54) and Diwali effect (component: 4.37) and upward trend contribution (902.97 > historical mean 897.18)
Patparganj Yard,2025-11-26,overstock,932.998225462891,seasonal peak (weekly component: 26.81 > average 3.54) and Diwali effect (component: 3.20) and upward trend contribution (902.99 > historical mean 897.18)
Patparganj Yard,2025-11-27,overstock,942.2800092032761,seasonal peak (weekly component: 33.77 > average 3.54) and Diwali effect (component: 5.51) and upward trend contribution (903.00 > historical mean 897.18)
Patparganj Yard,2025-11-28,overstock,933.3754898964016,seasonal peak (weekly component: 29.13 > average 3.54) and Diwali effect (component: 1.24) and upward trend contribution (903.01 > historical mean 897.18)
Patparganj Yard,2025-10-26,understock,833.4417262078744,seasonal trough (weekly component: -72.14 < average 3.54)
Patparganj Yard,2025-11-01,understock,832.9688421798132,seasonal trough (weekly component: -69.54 < average 3.54)
Patparganj Yard,2025-11-02,understock,832.0517578423729,seasonal trough (weekly component: -72.14 < average 3.54)
Patparganj Yard,2025-11-08,understock,833.0088756205024,seasonal trough (weekly component: -69.54 < average 3.54)
Patparganj Yard,2025-11-09,understock,831.2851094842563,seasonal trough (weekly component: -72.14 < average 3.54)
Patparganj Yard,2025-11-15,understock,833.1948870895527,seasonal trough (weekly component: -69.54 < average 3.54)
Patparganj Yard,2025-11-16,understock,831.4877829750689,seasonal trough (weekly component: -72.14 < average 3.54)
Patparganj Yard,2025-11-22,understock,829.8901922550945,seasonal trough (weekly component: -69.54 < average 3.54)
Patparganj Yard,2025-11-23,understock,828.316040504979,seasonal trough (weekly component: -72.14 < average 3.54)
Mayapuri Store,2025-10-25,understock,577.475734679692,seasonal trough (weekly component: -73.31 < average 3.70) and downward trend contribution (651.04 < historical mean 668.57)
Mayapuri Store,2025-10-26,understock,577.9569367755472,seasonal trough (weekly component: -74.84 < average 3.70) and downward trend contribution (651.00 < historical mean 668.57)
Mayapuri Store,2025-11-01,understock,575.3576836791484,seasonal trough (weekly component: -73.31 < average 3.70) and downward trend contribution (650.79 < historical mean 668.57)
Mayapuri Store,2025-11-02,understock,577.754515373347,seasonal trough (weekly component: -74.84 < average 3.70) and downward trend contribution (650.75 < historical mean 668.57)
Mayapuri Store,2025-11-08,understock,575.1929668565042,seasonal trough (weekly component: -73.31 < average 3.70) and downward trend contribution (650.54 < historical mean 668.57)
Mayapuri Store,2025-11-09,understock,578.8327051025547,seasonal trough (weekly component: -74.84 < average 3.70) and downward trend contribution (650.50 < historical mean 668.57)
Mayapuri Store,2025-11-15,understock,567.4176477666944,seasonal trough (weekly component: -73.31 < average 3.70) and downward trend contribution (650.29 < historical mean 668.57)
Mayapuri Store,2025-11-16,understock,571.5071133162437,seasonal trough (weekly component: -74.84 < average 3.70) and downward trend contribution (650.25 < historical mean 668.57)
Mayapuri Store,2025-11-22,understock,583.2137693021568,seasonal trough (weekly component: -73.31 < average 3.70) and downward trend contribution (650.04 < historical mean 668.57)
Mayapuri Store,2025-11-23,understock,581.0193737750005,seasonal trough (weekly component: -74.84 < average 3.70) and downward trend contribution (650.00 < historical mean 668.57)
Kirti Nagar Hub,2025-10-25,understock,898.2053157701208,seasonal trough (weekly component: -66.62 < average 3.54) and downward trend contribution (967.62 < historical mean 972.48)
Kirti Nagar Hub,2025-10-26,understock,896.1283463414868,seasonal trough (weekly component: -74.95 < average 3.54) and downward trend contribution (967.61 < historical mean 972.48)
Kirti Nagar Hub,2025-11-01,understock,899.1025863660021,seasonal trough (weekly component: -66.62 < average 3.54) and downward trend contribution (967.57 < historical mean 972.48)
Kirti Nagar Hub,2025-11-02,understock,892.6023864880513,seasonal trough (weekly component: -74.95 < average 3.54) and downward trend contribution (967.56 < historical mean 972.48)
Kirti Nagar Hub,2025-11-08,understock,904.0036983306273,seasonal trough (weekly component: -66.62 < average 3.54) and downward trend contribution (967.52 < historical mean 972.48)
Kirti Nagar Hub,2025-11-09,understock,893.1686315438777,seasonal trough (weekly component: -74.95 < average 3.54) and downward trend contribution (967.52 < historical mean 972.48)
Kirti Nagar Hub,2025-11-15,understock,894.7951162556114,seasonal trough (weekly component: -66.62 < average 3.54) and downward trend contribution (967.48 < historical mean 972.48)
Kirti Nagar Hub,2025-11-16,understock,893.6934288867966,seasonal trough (weekly component: -74.95 < average 3.54) and downward trend contribution (967.47 < historical mean 972.48)
Kirti Nagar Hub,2025-11-22,understock,900.769407072942,seasonal trough (weekly component: -66.62 < average 3.54) and downward trend contribution (967.43 < historical mean 972.48)
Kirti Nagar Hub,2025-11-23,understock,894.5948506616057,seasonal trough (weekly component: -74.95 < average 3.54) and downward trend contribution (967.42 < historical mean 972.48)
Sarai Kale Khan Depot,2025-10-27,overstock,1069.0447887533653,seasonal peak (weekly component: 29.28 > average 3.58) and Diwali effect (component: 14.32) and upward trend contribution (1025.45 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-10-31,overstock,1059.3107166699672,seasonal peak (weekly component: 30.74 > average 3.58) and Diwali effect (component: 3.10) and upward trend contribution (1025.47 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-11-04,overstock,1060.6465609398313,seasonal peak (weekly component: 27.77 > average 3.58) and Diwali effect (component: 7.38) and upward trend contribution (1025.50 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-11-05,overstock,1061.6346634539282,seasonal peak (weekly component: 27.59 > average 3.58) and Diwali effect (component: 8.55) and upward trend contribution (1025.50 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-11-17,overstock,1059.6664467554467,seasonal peak (weekly component: 29.28 > average 3.58) and Diwali effect (component: 4.82) and upward trend contribution (1025.57 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-11-26,overstock,1067.0637433628297,seasonal peak (weekly component: 27.59 > average 3.58) and Diwali effect (component: 13.85) and upward trend contribution (1025.63 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-11-27,overstock,1061.5892920512526,seasonal peak (weekly component: 27.99 > average 3.58) and Diwali effect (component: 7.97) and upward trend contribution (1025.63 > historical mean 1023.02)
Sarai Kale Khan Depot,2025-10-25,understock,942.8116033041856,seasonal trough (weekly component: -71.35 < average 3.58)
Sarai Kale Khan Depot,2025-10-26,understock,959.1716563916834,seasonal trough (weekly component: -72.02 < average 3.58)
Sarai Kale Khan Depot,2025-11-01,understock,949.6754055079319,seasonal trough (weekly component: -71.35 < average 3.58)
Sarai Kale Khan Depot,2025-11-02,understock,945.9935711652207,seasonal trough (weekly component: -72.02 < average 3.58)
Sarai Kale Khan Depot,2025-11-08,understock,960.2744571451092,seasonal trough (weekly component: -71.35 < average 3.58)
Sarai Kale Khan Depot,2025-11-09,understock,954.1172949755627,seasonal trough (weekly component: -72.02 < average 3.58)
Sarai Kale Khan Depot,2025-11-15,understock,951.2065704275735,seasonal trough (weekly component: -71.35 < average 3.58)
Sarai Kale Khan Depot,2025-11-16,understock,955.3653187088969,seasonal trough (weekly component: -72.02 < average 3.58)
Sarai Kale Khan Depot,2025-11-22,understock,957.2748090541677,seasonal trough (weekly component: -71.35 < average 3.58)
Sarai Kale Khan Depot,2025-11-23,understock,952.3158346100917,seasonal trough (weekly component: -72.02 < average 3.58)
